genres,app_name,release_date,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
Casual,Brain Spa,2007,15350,Ubisoft,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,The Sum of All Fears,2002,19810,Red Storm Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casual,Peggle™ Nights,2008,3540,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indie,World of Goo,2008,22000,2D BOY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Simulation, Strategy",X3: Terran Conflict,2008,2820,Egosoft,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Action,Mare Nostrum,2008,1230,Sandstorm Productions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",Spectraball,2008,18300,Shorebound Studios,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, Casual, Sports",Galactic Bowling,2008,20200,Perpetual FX Creative,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Action, Adventure",Bully: Scholarship Edition,2008,12200,Rockstar New England,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Far Cry® 2: Fortune's Edition,2008,19900,Ubisoft Montreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie, Strategy",Space Trader: Merchant Marine,2008,11240,Meridian4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Simulation,PRR Wagon Pack 01,2009,256522,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,"Class 421 London South East ""Jaffa Cake""",2009,275144,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,ATSF Wagon Pack 01,2009,256521,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,GP20 Union Pacific Add-on Livery,2009,222569,Reppo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,UK Van Wagon Pack,2009,256535,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,CSX SD70MAC Add-on Livery,2009,256611,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,CSX ES44AC Add-on Livery,2009,256576,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Action,Saints Row 2,2009,9480,Volition,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Dead Space,2008,17470,EA Redwood Shores,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPG,Rise of the Argonauts,2008,12770,Liquid Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Action, Adventure",Mirror's Edge™,2009,17410,DICE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indie, Strategy",Defense Grid: The Awakening,2008,18500,Hidden Path Entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Action,F.E.A.R. 2: Project Origin,2009,16450,Monolith,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Strategy, Indie",Harvest: Massive Encounter,2008,15400,Oxeye Game Studio,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Indie, Strategy",Mayhem Intergalactic,2007,18600,Inventive Dingo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Action, Indie",Larva Mortus,2009,11340,Meridian4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strategy,Knights of Honor,2005,25830,Black Sea Studios Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Action, Adventure, Strategy",Ceville,2009,23460,Realmforge Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Strategy,Empire: Total War™ - Special Forces Units & Bonus Content,2009,10600,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Action,Watchmen: The End is Nigh,2009,21010,Deadline Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",Penumbra Overture,2007,22180,Frictional Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Action,Unreal Tournament 3 Black,2007,13210,"Epic Games, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPG,Drakensang,2009,12640,Radon Labs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Casual, Strategy",Age of Booty™,2009,21600,Certain Affinity™,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Indie, Simulation",The Graveyard,2008,27020,Tale of Tales,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Racing,Burnout Paradise: The Ultimate Box,2009,24740,Criterion Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Action,Zombie Master,2009,90047,Zombie Master Team,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",The Maw,2009,26000,Twisted Pixel Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",The Maw: River Redirect,2009,26006,Twisted Pixel Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",The Maw: Brute Force,2009,26005,Twisted Pixel Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",Obulis,2009,11330,IonFX,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Indie,Space Giraffe,2009,27800,Llamasoft LTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Simulation, Strategy",Codename: Panzers - Cold War,2009,9850,"InnoGlow,Stormregion,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Casual,Escape Rosecliff Island,2009,3600,SpinTop Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPG, Massively Multiplayer",Guild Wars Nightfall,2006,29580,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"RPG, Massively Multiplayer",Guild Wars,2005,29540,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"RPG, Massively Multiplayer",Guild Wars Factions,2006,29560,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Massively Multiplayer, RPG",Guild Wars Trilogy,2008,29570,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Casual,Puzzle Kingdoms,2009,23700,Infinite Interactive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casual,Samantha Swift and the Golden Touch,2009,16060,MumboJumbo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPG,Two Worlds Epic Edition,2009,1930,Reality Pump Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Strategy,Helldorado,2009,18470,Spellbound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Action, Adventure, RPG",X-Blades,2009,7510,Gaijin Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Action, Indie",Zeno Clash,2009,22200,ACE Team,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Indie,The Maw: Speeder Lane,2009,26007,Twisted Pixel Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RPG, Strategy",King's Bounty: The Legend,2008,25900,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Casual, Simulation",Virtual Families,2009,16200,Last Day of Work,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Racing,Death Track®: Resurrection,2009,7840,Sky Fallen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RPG, Strategy",Freedom Force vs. the Third Reich,2005,8890,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"RPG, Strategy",Freedom Force,2002,8880,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Indie, Simulation, Strategy",Light of Altair,2009,34500,SaintXi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Action, Simulation",Darkest Hour: Europe '44-'45,2009,1280,Darklight Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure",Prototype™,2009,10150,Radical Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie",Blueberry Garden,2012,29160,Erik Svedäng,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strategy,Port Royale 2,2004,12470,Ascaron Entertainment ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RPG,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2007,22330,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,The Elder Scrolls III: Morrowind® Game of the Year Edition,2002,22320,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Adventure,Ankh 2: Heart of Osiris,2007,12440,Deck 13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simulation,Armored Fist 3,1999,32710,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,MiG-29 Fulcrum,1998,32740,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Strategy,BC Kings,2008,12460,Mascot Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Action,Call of Juarez®: Bound in Blood,2009,21980,Techland,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,Nancy Drew®: Legend of the Crystal Skull,2007,31860,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,Nancy Drew®: The Creature of Kapu Cave,2006,31900,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,Nancy Drew®: The Phantom of Venice,2008,31920,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,Nancy Drew®: The White Wolf of Icicle Creek,2007,31930,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",BRAINPIPE: A Plunge to Unhumanity,2008,35800,Digital Eel,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Adventure,Tales of Monkey Island Complete Pack,2009,31170,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Street Fighter® IV,2009,21660,Capcom,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Racing, Simulation, Strategy",Thrillville®: Off the Rails™,2007,6080,Frontier,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Adventure,Indiana Jones® and the Fate of Atlantis™,1992,6010,LucasArts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Armed and Dangerous®,2003,6090,Planet Moon Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,"Star Wars: Battlefront 2 (Classic, 2005)",2005,6060,Pandemic Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,Indiana Jones® and the Last Crusade™,1989,32310,LucasArts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure",LEGO® Indiana Jones™: The Original Adventures,2008,32330,Traveller's Tales,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,The Secret of Monkey Island: Special Edition,2009,32360,LucasArts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strategy,Warfare,2008,35300,GFI Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Action, Racing",Clutch,2009,35310,Targem Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Adventure,Nancy Drew®: Ransom of the Seven Ships,2009,31980,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,Nancy Drew®: Ransom of the Seven Ships Demo,2009,31990,Her Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sports,3D Ultra™ Minigolf Adventures,2006,10140,Wanako Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Adventure,King's Quest™ Collection,2006,10100,Sierra,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,TimeShift™,2007,10130,Saber Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,Space Quest™ Collection,2006,10110,Sierra,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Killing Floor Outbreak Character Pack,2009,1256,Tripwire Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual",Aces of the Galaxy™,2008,10120,Artech Studios,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simulation, Strategy",Tropico Reloaded,2009,33520,"PopTop Software,BreakAway Games,Frog City Software",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Casual,Mystery P.I. - Lost in Los Angeles,2009,3610,SpinTop Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Bionic Commando: Rearmed,2008,21680,Capcom,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure",Bionic Commando,2009,21670,Capcom,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Watchmen: The End is Nigh Part 2,2009,21030,Deadline Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",Foreign Legion: Buckets of Blood,2009,36000,Sakari Indie,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, RPG",STAR WARS™ - Knights of the Old Republic™,2003,32370,"BioWare,Aspyr (Mac)",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Indie, Casual",Osmos,2009,29180,Hemisphere Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPG,Fallout 2: A Post Nuclear Role Playing Game,1998,38410,Black Isle Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Strategy,Fallout Tactics: Brotherhood of Steel,2001,38420,14° East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Action,Kingpin — Life of Crime,1999,38430,Xatrix Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure",Mini Ninjas Demo,2009,35050,IO Interactive,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,2009,31180,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casual,Jewel Quest Pack,2009,37960,iWin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casual,Mahjong Quest Collection,2009,38000,iWin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Indie","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009,37400,Size Five Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Action,Tom Clancy's Splinter Cell Chaos Theory®,2005,13570,Ubisoft Montreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strategy,XIII Century – Gold Edition,2009,34420,Unicorn Games Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Simulation,World of Zoo,2009,43100,Blue Fang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure",Mini Ninjas,2009,35000,IO Interactive,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casual,Freeze Tag Fun Pack #2,2009,39392,"Freeze Tag Inc.,iQ212",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casual,Freeze Tag Fun Pack #1,1999,39391,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual, Indie",Windosill,2009,37600,"Vectorpark, Inc.",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Simulation,Train Simulator: Colton & Northern Route Add-On,2009,24029,All Aboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Adventure, Casual",Midnight Mysteries,2009,32140,MumboJumbo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,2009,31190,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Joint Operations: Combined Arms Gold,2009,32770,NovaLogic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simulation,Train Simulator: US Loco & Asset Pack,2009,208306,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,DinerTown Tycoon,2009,37300,PlayFirst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Train Simulator: European Loco & Asset Pack,2009,208300,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RPG,Risen,2009,40300,Piranha Bytes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Casual,Flora's Fruit Farm,2009,35070,Honeyslug,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strategy,Empire: Total War™ - The Warpath Campaign,2009,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Adventure, Indie",Machinarium,2009,40700,Amanita Design,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Action,Medal of Honor: Airborne,2007,24840,EA Los Angeles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Racing,Need for Speed: Shift,2009,24870,Slightly Mad Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RPG,Torchlight,2009,41500,Runic Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Strategy,Command & Conquer: Red Alert 3 - Uprising,2009,24800,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Strategy,The Stronghold Collection,2009,901735,FireFly Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Strategy,East India Company: Privateer,2009,42800,Nitro Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Action,Painkiller: Resurrection,2009,39560,Homegrown Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPG, Strategy",SpellForce 2 - Anniversary Edition,2009,39550,"Phenomic,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Adventure,Secret Files: Tunguska,2009,40330,Animation Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strategy,Rush for Berlin Gold,2009,40320,Stormregion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Adventure,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,2009,31200,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strategy,Men of War: Red Tide,2009,3130,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Action, Indie",Hammerfight,2009,41100,Konstantin Koshutin,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, RPG",SpellForce - Platinum Edition,2009,39540,Phenomic,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Strategy,Massive Assault: Phantom Renaissance,2005,34640,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Strategy,Massive Assault,2003,34630,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Action, Indie",Serious Sam HD: The First Encounter,2009,41000,Croteam,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Adventure,Secret Files 2: Puritas Cordis,2009,40340,Animation Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPG,Dragon Age: Origins,2009,17450,BioWare,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Action, RPG, Indie",Aztaka,2009,37100,Citeremis Inc.,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Indie, Casual",Magnetis,2009,37500,Yullaby,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strategy,For The Glory: A Europa Universalis Game,2009,42810,Crystal Empire Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Action,Call of Duty®: Modern Warfare® 2,2009,10180,"Infinity Ward,Aspyr (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure,LEGO® Star Wars™ - The Complete Saga,2009,32440,"Traveller's Tales,Feral Interactive (Mac)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPG,Overlord™,2007,11450,"Triumph Studios,Virtual Programming",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,Overlord™: Raising Hell,2008,12710,"Triumph Studios,Virtual Programming",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Strategy,Command & Conquer 3: Tiberium Wars,2007,24790,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Indie, Casual",Yumsters 2: Around the World,2008,29120,KranX Productions,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strategy,Command & Conquer 3: Kane's Wrath,2009,24810,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Indie, Simulation, Strategy",Gratuitous Space Battles,2009,41800,Positech Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Simulation,Wings of Prey,2009,45300,Gaijin Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, RPG",The Bard's Tale,2005,41900,inXile Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Action,Defence Alliance 2,2009,35420,Defence Alliance Team,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009,32430,"LucasArts,Aspyr Studios",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPG,Fallout 3: Game of the Year Edition,2009,22370,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Strategy, Indie, Simulation",Gratuitous Space Battles: The Tribe,2009,41802,Positech Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Simulation,Build-A-Lot,2007,38080,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Build-A-Lot 2: Town of the Year,2008,38090,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Build-A-Lot 3: Passport to Europe,2009,38100,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Coconut Queen,2009,38070,iWin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Casual,Roogoo,2009,38210,Spidermonk Entertainment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure",Devil May Cry 4,2008,45700,Capcom,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie, RPG",Avencast: Rise of the Mage,2010,46410,ClockStone Studios,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
